51 1 124516181 1 123378585 4 || 1 1 m64016_190314_073847/3604879/ccs
52 1 124548459 1 121934909 3 || 1 1 m64016_190314_073847/112985824/ccs
53 1 124696892 1 125670329 3 || 1 2 m64016_190404_191032/160303668/ccs
54 1 124696984 1 125670329 3 || 1 2 m64016_190404_191032/170920210/ccs
55 1 124778572 1 125656737 7 || 1 2 m64016_190308_203402/140445327/ccs
56 1 124862229 1 124084246 2 || 1 1 m64016_190404_191032/54528048/ccs
57 1 124925612 1 123349266 13 || 2 2 m64016_190404_191032/68028357/ccs
58 1 125102348 1 125978226 3 || 2 2 m64016_190311_190934/167968799/ccs
59 1 125202851 1 122165810 2 || 1 1 m64016_190313_012414/116394210/ccs
60 1 125250082 1 123993467 4 || 1 1 m64016_190404_191032/63769165/ccs
61 1 125262676 1 123476499 5 || 1 1 m64016_190404_191032/163840246/ccs
62 1 125375160 1 121952589 3 || 1 1 m64016_190308_203402/72745656/ccs
63 1 125383129 1 121946376 2 || 2 2 m64016_190330_112351/3539102/ccs
64 1 125397737 1 126267979 3 || 2 2 m64016_190404_191032/81332234/ccs
65 1 125656737 1 124548459 3 || 2 1 m64016_190308_203402/156043722/ccs
66 1 125670329 1 124677778 8 || 2 2 m64016_190323_112329/139528173/ccs
67 1 125691598 1 124084246 2 || 1 1 m64016_190330_112351/84411362/ccs
68 1 125749874 1 124778572 6 || 2 1 m64016_190311_190934/144573947/ccs
69 1 125763671 1 124115535 2 || 1 1 m64016_190404_191032/124257870/ccs
70 1 125858690 1 123349266 11 || 2 2 m64016_190323_112329/138808144/ccs
71 1 125858866 1 124169349 3 || 2 2 m64016_190404_191032/123865746/ccs
72 1 125879123 1 122047625 5 || 1 2 m64016_190311_190934/161743369/ccs
73 1 125885376 1 121829392 2 || 2 1 m64016_190311_190934/133104904/ccs
74 1 125911304 1 122019695 2 || 2 2 m64016_190323_112329/95420430/ccs
75 1 125913577 1 124169349 2 || 2 2 m64016_190308_203402/96207964/ccs
76 1 125916144 1 122275391 3 || 1 2 m64016_190308_203402/69797300/ccs
77 1 125917956 1 122910220 2 || 1 1 m64016_190404_191032/81723798/ccs
78 1 125918185 1 121963936 6 || 1 1 m64016_190308_203402/13043306/ccs
79 1 125920141 1 124259337 2 || 2 2 m64016_190308_203402/169346577/ccs
80 1 125920237 1 124250688 2 || 1 1 m64016_190404_191032/161680041/ccs
81 1 125922339 1 124268377 3 || 1 1 m64016_190404_191032/28838164/ccs
82 1 125924304 1 124262735 19 || 1 2 m64016_190401_135746/97845939/ccs
83 1 125925675 1 122271858 4 || 1 1 m64016_190331_174302/69009787/ccs
84 1 125932714 1 124214837 2 || 2 2 m64016_190404_191032/172950428/ccs
85 1 125941614 1 124181917 2 || 1 2 m64016_190323_112329/97585324/ccs
86 1 125978226 1 121982003 8 || 2 1 m64016_190404_191032/47186492/ccs
87 1 125978259 1 124164248 14 || 2 2 m64016_190404_191032/55181469/ccs
88 1 126207690 1 122157459 2 || 1 2 m64016_190313_012414/45089760/ccs
89 1 126260015 1 122254670 4 || 1 2 m64016_190311_190934/110758317/ccs
90 1 126267979 1 125397737 3 || 2 2 m64016_190404_191032/81332234/ccs
91 1 126273596 1 122454521 2 || 1 2 m64016_190313_012414/61016766/ccs
92 1 126284271 1 122023586 2 || 2 1 m64016_190404_191032/79628533/ccs
93 1 126292612 1 122087439 2 || 1 1 m64016_190311_190934/97583611/ccs
94 1 126295146 1 122087439 2 || 2 1 m64016_190404_191032/84478189/ccs
95 1 126296983 1 121836046 6 || 2 1 m64016_190314_073847/73925527/ccs
96 1 126735644 1 123906479 8 || 1 2 m64016_190404_191032/43255659/ccs
97 1 126936765 1 128742260 6 || 2 2 m64016_190308_203402/166856537/ccs
98 1 126939607 1 129741197 8 || 2 2 m64016_190404_191032/164036786/ccs
99 1 126942331 1 129739274 7 || 2 2 m64016_190404_191032/127862803/ccs
100 1 126943665 1 129741197 4 || 2 2 m64016_190311_190934/58851707/ccs
101 1 126943678 1 130940347 4 || 2 2 m64016_190313_012414/12125707/ccs
102 1 126945167 1 133896215 4 || 1 2 m64016_190404_191032/35127628/ccs
103 1 126948747 1 129080024 6 || 2 2 m64016_190404_191032/84281972/ccs
104 1 126950361 1 129899431 11 || 2 2 m64016_190404_191032/107743652/ccs
105 1 126951752 1 129671223 5 || 2 2 m64016_190314_073847/21497988/ccs
106 1 126967630 1 129054814 9 || 1 2 m64016_190313_012414/85526280/ccs
107 1 126969576 1 129045454 7 || 1 1 m64016_190323_112329/89850712/ccs
108 1 126970359 1 127245407 11 || 1 2 m64016_190404_191032/115410098/ccs
109 1 126980385 1 129045454 5 || 1 1 m64016_190314_073847/128583733/ccs
110 1 126980843 1 131114537 2 || 1 1 m64016_190330_112351/125962588/ccs
111 1 126981168 1 129055657 10 || 1 2 m64016_190311_190934/36244076/ccs
112 1 126983631 1 135161912 2 || 1 1 m64016_190308_203402/55903040/ccs
113 1 126995158 1 129309130 3 || 2 2 m64016_190330_112351/37751634/ccs
114 1 126997551 1 127245407 8 || 1 2 m64016_190314_073847/78250094/ccs
115 1 127006304 1 138872714 3 || 2 2 m64016_190308_203402/96993516/ccs
116 1 127082680 1 129309130 2 || 2 2 m64016_190313_012414/78643742/ccs
117 1 127090869 1 135161912 4 || 1 1 m64016_190311_190934/65341314/ccs
118 1 127095910 1 129899431 2 || 2 2 m64016_190404_191032/93913658/ccs
119 1 127102152 1 129060073 2 || 2 2 m64016_190308_203402/93456280/ccs
120 1 127104156 1 129899431 4 || 2 2 m64016_190331_174302/124126113/ccs
121 1 127104766 1 129463419 3 || 2 2 m64016_190308_203402/68945884/ccs
122 1 127104809 1 129153041 6 || 2 2 m64016_190404_191032/68945774/ccs
123 1 127110041 1 135493185 14 || 1 1 m64016_190404_191032/119670449/ccs
124 1 127112829 1 135493185 5 || 1 1 m64016_190404_191032/1114248/ccs
125 1 127117830 1 129045454 4 || 1 1 m64016_190313_012414/93782579/ccs
126 1 127124985 1 130828296 4 || 1 2 m64016_190401_135746/23134455/ccs
127 1 127125105 1 129906088 5 || 1 1 m64016_190311_190934/23920653/ccs
128 1 127135577 1 129939743 12 || 2 2 m64016_190308_203402/64946733/ccs
129 1 127166590 1 129696670 4 || 2 1 m64016_190323_112329/12453527/ccs
130 1 127168383 1 131941636 2 || 1 2 m64016_190401_135746/9110129/ccs
131 1 127214456 1 133231408 4 || 2 2 m64016_190314_073847/116917058/ccs
132 1 127218523 1 135078032 5 || 2 2 m64016_190323_112329/167707540/ccs
133 1 127224021 1 130357443 3 || 2 2 m64016_190311_190934/158206084/ccs
134 1 127227696 1 141977232 2 || 2 2 m64016_190313_012414/49611869/ccs
135 1 127228191 1 142146187 2 || 2 2 m64016_190404_191032/141034032/ccs
136 1 127229077 1 130947961 4 || 2 2 m64016_190311_190934/80936997/ccs
137 1 127235518 1 137102958 25 || 1 1 m64016_190311_190934/122423557/ccs
138 1 127240148 1 129899431 54 || 1 2 m64016_190404_191032/87425151/ccs
139 1 127240612 1 131123262 3 || 2 2 m64016_190308_203402/103614160/ccs
140 1 127243824 1 127495238 3 || 1 2 m64016_190330_112351/178456608/ccs
141 1 127245407 1 126970359 3 || 2 1 m64016_190404_191032/115410098/ccs
142 1 127245700 1 129059397 5 || 1 1 m64016_190404_191032/65800672/ccs
143 1 127246897 1 129675641 5 || 1 1 m64016_190401_135746/18286781/ccs
144 1 127249495 1 129056547 4 || 1 2 m64016_190311_190934/36768470/ccs
145 1 127327717 1 130361931 9 || 2 2 m64016_190330_112351/141688989/ccs
146 1 127329113 1 137467989 6 || 2 1 m64016_190331_174302/129042981/ccs
147 1 127408141 1 139001170 4 || 1 2 m64016_190404_191032/161090181/ccs
148 1 127413222 1 142182814 2 || 2 2 m64016_190401_135746/17040696/ccs
149 1 127413382 1 130430363 6 || 2 2 m64016_190330_112351/37880455/ccs
150 1 127417648 1 130200491 7 || 2 2 m64016_190331_174302/102696171/ccs
151 1 127417713 1 129671257 3 || 2 2 m64016_190404_191032/129500278/ccs
152 1 127418049 1 133077411 4 || 2 2 m64016_190314_073847/41288654/ccs
153 1 127418116 1 140535604 5 || 2 2 m64016_190311_190934/128189952/ccs
154 1 127418135 1 129671219 10 || 2 2 m64016_190313_012414/73007267/ccs
155 1 127418525 1 133291600 10 || 1 1 m64016_190311_190934/10224642/ccs
156 1 127419282 1 140694827 2 || 1 1 m64016_190314_073847/55707714/ccs
157 1 127419809 1 133291600 4 || 1 1 m64016_190311_190934/118621382/ccs
158 1 127419943 1 130422578 3 || 2 1 m64016_190308_203402/5308512/ccs
159 1 127421437 1 129682064 7 || 2 2 m64016_190313_012414/92144343/ccs
160 1 127422514 1 137132774 2 || 1 1 m64016_190323_112329/150143505/ccs
161 1 127422517 1 135444108 14 || 1 2 m64016_190314_073847/12846948/ccs
162 1 127428549 1 133654864 4 || 1 1 m64016_190331_174302/138936890/ccs
163 1 127429014 1 135455218 5 || 1 1 m64016_190311_190934/70584500/ccs
164 1 127429016 1 135455686 3 || 1 1 m64016_190331_174302/168690636/ccs
165 1 127430271 1 134477597 6 || 1 2 m64016_190308_203402/116786157/ccs
166 1 127431123 1 129671876 2 || 1 2 m64016_190314_073847/77530662/ccs
167 1 127431236 1 129981547 8 || 2 2 m64016_190401_135746/135334144/ccs
168 1 127433020 1 129324586 8 || 1 1 m64016_190314_073847/14157977/ccs
169 1 127433488 1 129998659 3 || 1 1 m64016_190308_203402/48630112/ccs
170 1 127433715 1 134836480 3 || 2 2 m64016_190311_190934/175834116/ccs
171 1 127433745 1 129716761 5 || 1 1 m64016_190401_135746/12518534/ccs
172 1 127436577 1 129709180 4 || 2 2 m64016_190331_174302/172100219/ccs
173 1 127438706 1 129707316 2 || 2 2 m64016_190314_073847/70320393/ccs
174 1 127441441 1 139713687 5 || 1 1 m64016_190404_191032/20318058/ccs
175 1 127442654 1 130125893 23 || 2 2 m64016_190313_012414/21824023/ccs
176 1 127442906 1 131941168 3 || 2 2 m64016_190404_191032/77597346/ccs
177 1 127443114 1 129953649 27 || 2 2 m64016_190308_203402/17957585/ccs
178 1 127443374 1 129755952 4 || 2 2 m64016_190314_073847/94240959/ccs
179 1 127444883 1 130430363 2 || 1 2 m64016_190311_190934/2033656/ccs
180 1 127446659 1 130078175 2 || 1 2 m64016_190308_203402/145884647/ccs
181 1 127447126 1 129668386 10 || 1 2 m64016_190331_174302/126027893/ccs
182 1 127448434 1 131941672 7 || 1 2 m64016_190314_073847/129237464/ccs
183 1 127449129 1 129671184 3 || 2 2 m64016_190401_135746/50203034/ccs
184 1 127449159 1 130386613 5 || 1 1 m64016_190308_203402/174195871/ccs
185 1 127455162 1 132447534 4 || 2 2 m64016_190314_073847/117573411/ccs
186 1 127462712 1 131123262 4 || 2 2 m64016_190313_012414/8981015/ccs
187 1 127464184 1 130339147 4 || 2 2 m64016_190311_190934/58067366/ccs
188 1 127467377 1 129777082 4 || 1 1 m64016_190311_190934/63834227/ccs
189 1 127467661 1 129747494 5 || 2 2 m64016_190404_191032/38863352/ccs
190 1 127468605 1 130198098 2 || 1 2 m64016_190314_073847/31130458/ccs
191 1 127469905 1 129671876 3 || 2 2 m64016_190330_112351/122684518/ccs
192 1 127473017 1 129671635 4 || 1 2 m64016_190404_191032/72352702/ccs
193 1 127473070 1 130936083 4 || 1 2 m64016_190323_112329/53871539/ccs
194 1 127473327 1 129714530 3 || 1 1 m64016_190323_112329/76284781/ccs
195 1 127481697 1 129675186 12 || 1 2 m64016_190308_203402/7538579/ccs
196 1 127489342 1 129667078 5 || 1 2 m64016_190401_135746/34342244/ccs
197 1 127491541 1 129667078 7 || 2 2 m64016_190313_012414/106038671/ccs
198 1 127495238 1 127243824 15 || 2 1 m64016_190330_112351/178456608/ccs
199 1 127495262 1 129982328 7 || 1 2 m64016_190401_135746/74582150/ccs
200 1 127495453 1 129052962 9 || 1 2 m64016_190404_191032/106563294/ccs
201 1 127495464 1 129060150 18 || 1 1 m64016_190308_203402/154534331/ccs
202 1 127496578 1 138489586 4 || 1 2 m64016_190323_112329/169543550/ccs
203 1 127496586 1 129982328 7 || 1 2 m64016_190323_112329/36962391/ccs
204 1 127498315 1 134230000 13 || 1 1 m64016_190311_190934/71436039/ccs
205 1 128738774 1 129025577 10 || 1 1 m64016_190404_191032/108724500/ccs
206 1 128743596 1 126936385 6 || 1 1 m64016_190330_112351/109382285/ccs
207 1 128743936 1 129315959 12 || 1 2 m64016_190308_203402/60885135/ccs
208 1 129025577 1 128738774 11 || 1 1 m64016_190404_191032/108724500/ccs
209 1 129045454 1 126969576 5 || 1 1 m64016_190323_112329/89850712/ccs
210 1 129049417 1 126969568 6 || 2 1 m64016_190330_112351/72876681/ccs
211 1 129052962 1 127495238 15 || 2 2 m64016_190308_203402/70517242/ccs
212 1 129053387 1 126969576 6 || 1 1 m64016_190311_190934/123209875/ccs
213 1 129054304 1 129717228 3 || 1 1 m64016_190313_012414/154927321/ccs
214 1 129054323 1 129678337 6 || 1 1 m64016_190313_012414/146408573/ccs
215 1 129054814 1 126967630 7 || 2 1 m64016_190313_012414/85526280/ccs
216 1 129055657 1 126967630 6 || 2 1 m64016_190311_190934/164955535/ccs
217 1 129055777 1 126967630 2 || 2 1 m64016_190323_112329/155189463/ccs
218 1 129056547 1 127249495 2 || 2 1 m64016_190311_190934/36768470/ccs
219 1 129060073 1 126967630 10 || 2 1 m64016_190404_191032/26740730/ccs
220 1 129060150 1 127495464 9 || 1 1 m64016_190308_203402/154534331/ccs
221 1 129061597 1 126970359 16 || 1 1 m64016_190313_012414/126944086/ccs
222 1 129062958 1 127243824 6 || 1 1 m64016_190314_073847/123799342/ccs
223 1 129080024 1 126948747 6 || 2 2 m64016_190404_191032/84281972/ccs
224 1 129153041 1 127104809 7 || 2 2 m64016_190404_191032/68945774/ccs
225 1 129162380 1 137621762 19 || 1 2 m64016_190404_191032/22872699/ccs
226 1 129254772 1 129660236 6 || 2 1 m64016_190401_135746/158991951/ccs
227 1 129259373 1 130361931 3 || 1 2 m64016_190313_012414/26477034/ccs
228 1 129305462 1 130588229 5 || 1 2 m64016_190308_203402/96666273/ccs
229 1 129309130 1 126995158 5 || 2 2 m64016_190330_112351/37751634/ccs
230 1 129315959 1 127093134 3 || 2 2 m64016_190404_191032/128123437/ccs
231 1 129321861 1 129737633 2 || 1 2 m64016_190308_203402/74449222/ccs
232 1 129324586 1 127433020 13 || 1 1 m64016_190314_073847/14157977/ccs
233 1 129340811 1 129671257 8 || 2 2 m64016_190404_191032/57542333/ccs
234 1 129463419 1 127104766 3 || 2 2 m64016_190308_203402/68945884/ccs
235 1 129515582 1 129737633 6 || 2 2 m64016_190311_190934/5243516/ccs
236 1 129521584 1 129737633 5 || 1 2 m64016_190308_203402/136314905/ccs
237 1 129574850 1 134001440 13 || 1 2 m64016_190330_112351/111346386/ccs
238 1 129611765 1 137621762 7 || 1 2 m64016_190311_190934/47253515/ccs
239 1 129613162 1 138468824 2 || 1 2 m64016_190404_191032/82708767/ccs
240 1 129646578 1 130319527 4 || 1 2 m64016_190330_112351/2034028/ccs
241 1 129649773 1 130290740 30 || 2 2 m64016_190313_012414/162794226/ccs
242 1 129650715 1 133398124 12 || 2 1 m64016_190314_073847/3213089/ccs
243 1 129652340 1 130131201 4 || 2 2 m64016_190308_203402/47843939/ccs
244 1 129652441 1 130274756 5 || 1 2 m64016_190331_174302/108594106/ccs
245 1 129652450 1 133535675 2 || 2 1 m64016_190404_191032/89391526/ccs
246 1 129653322 1 134837599 3 || 2 1 m64016_190404_191032/137561160/ccs
247 1 129653386 1 133314948 2 || 2 2 m64016_190311_190934/29886271/ccs
248 1 129653799 1 130621803 2 || 1 2 m64016_190311_190934/132515878/ccs
249 1 129654727 1 129948799 7 || 1 2 m64016_190331_174302/145164305/ccs
250 1 129656063 1 134600603 3 || 1 2 m64016_190311_190934/158992968/ccs
251 1 129656619 1 139956709 2 || 2 1 m64016_190330_112351/177146149/ccs
252 1 129656744 1 134158065 5 || 1 2 m64016_190404_191032/9898298/ccs
253 1 129658706 1 138204925 2 || 2 2 m64016_190308_203402/146081362/ccs
254 1 129658728 1 139821453 3 || 1 2 m64016_190404_191032/120913995/ccs
255 1 129660236 1 129254772 3 || 1 2 m64016_190401_135746/158991951/ccs
256 1 129661403 1 141063455 3 || 2 1 m64016_190308_203402/135464851/ccs
257 1 129666915 1 127423213 2 || 2 2 m64016_190308_203402/154272139/ccs
258 1 129667078 1 127489342 3 || 2 1 m64016_190401_135746/34342244/ccs
259 1 129668823 1 135575559 8 || 1 2 m64016_190311_190934/11535369/ccs
260 1 129668862 1 140633980 3 || 1 2 m64016_190331_174302/145491516/ccs
261 1 129670114 1 130336419 25 || 2 2 m64016_190401_135746/172818574/ccs
262 1 129670136 1 130347429 2 || 1 1 m64016_190311_190934/55380412/ccs
263 1 129671184 1 127449129 17 || 2 2 m64016_190401_135746/50203034/ccs
264 1 129671219 1 127418135 4 || 2 2 m64016_190313_012414/73007267/ccs
265 1 129671257 1 127417713 7 || 2 2 m64016_190404_191032/129500278/ccs
266 1 129671635 1 127473017 18 || 2 1 m64016_190404_191032/72352702/ccs
267 1 129671652 1 142108130 3 || 2 1 m64016_190311_190934/62851551/ccs
268 1 129671876 1 127429832 5 || 2 2 m64016_190308_203402/116721848/ccs
269 1 129672579 1 131405111 12 || 1 2 m64016_190401_135746/29230690/ccs
270 1 129673321 1 140334039 6 || 2 1 m64016_190404_191032/34670602/ccs
271 1 129673410 1 129977529 17 || 2 2 m64016_190311_190934/178587604/ccs
272 1 129673635 1 130813156 2 || 2 2 m64016_190401_135746/149948642/ccs
273 1 129673878 1 137826322 6 || 2 1 m64016_190308_203402/141426941/ccs
274 1 129673886 1 130355219 4 || 1 2 m64016_190311_190934/139986432/ccs
275 1 129674074 1 130216259 13 || 1 2 m64016_190404_191032/117508026/ccs
276 1 129674119 1 139001170 5 || 2 2 m64016_190311_190934/80020756/ccs
277 1 129674354 1 130430363 11 || 1 2 m64016_190330_112351/14944085/ccs
278 1 129675186 1 127463716 6 || 2 2 m64016_190404_191032/44041179/ccs
279 1 129675384 1 130625632 18 || 1 1 m64016_190401_135746/179045325/ccs
280 1 129675595 1 140535604 11 || 1 2 m64016_190404_191032/54200887/ccs
281 1 129675628 1 133077411 2 || 2 2 m64016_190323_112329/132320072/ccs
282 1 129675641 1 127246897 2 || 1 1 m64016_190401_135746/18286781/ccs
283 1 129675684 1 130590940 5 || 2 1 m64016_190404_191032/110429825/ccs
284 1 129675755 1 130435337 4 || 2 1 m64016_190404_191032/136118322/ccs
285 1 129675848 1 138394990 4 || 1 2 m64016_190330_112351/171771912/ccs
286 1 129675881 1 127431123 34 || 2 1 m64016_190313_012414/44302657/ccs
287 1 129676094 1 132150825 6 || 1 1 m64016_190323_112329/42664032/ccs
288 1 129676095 1 126951752 3 || 2 2 m64016_190404_191032/46664057/ccs
289 1 129676572 1 127481697 3 || 1 1 m64016_190311_190934/146539342/ccs
290 1 129676588 1 130590940 2 || 1 1 m64016_190308_203402/125830251/ccs
291 1 129677896 1 131456984 2 || 1 2 m64016_190323_112329/137298650/ccs
292 1 129678337 1 129054323 6 || 1 1 m64016_190313_012414/146408573/ccs
293 1 129678364 1 129981782 33 || 1 1 m64016_190313_012414/70583993/ccs
294 1 129680140 1 139176315 3 || 1 2 m64016_190313_012414/79955230/ccs
295 1 129680593 1 130622018 8 || 1 2 m64016_190404_191032/132777948/ccs
296 1 129682064 1 127421437 3 || 2 2 m64016_190313_012414/92144343/ccs
297 1 129682826 1 130490655 2 || 1 2 m64016_190311_190934/170985222/ccs
298 1 129682847 1 130621803 11 || 1 2 m64016_190323_112329/98306722/ccs
299 1 129684151 1 135417044 12 || 2 1 m64016_190404_191032/127601118/ccs
300 1 129684623 1 130403890 20 || 1 1 m64016_190401_135746/164367172/ccs
301 1 129684651 1 141616248 2 || 1 2 m64016_190313_012414/133498013/ccs
302 1 129685924 1 130527639 3 || 2 2 m64016_190404_191032/129958809/ccs
303 1 129686390 1 138959153 4 || 2 2 m64016_190308_203402/139657420/ccs
304 1 129686613 1 130622449 2 || 1 2 m64016_190404_191032/50201297/ccs
305 1 129688682 1 134142159 2 || 2 1 m64016_190323_112329/73204624/ccs
306 1 129689106 1 130813156 3 || 1 2 m64016_190308_203402/87556329/ccs
307 1 129690282 1 129945141 4 || 1 2 m64016_190404_191032/92733555/ccs
308 1 129690406 1 134661339 5 || 2 2 m64016_190404_191032/32311278/ccs
309 1 129690882 1 140555860 6 || 1 2 m64016_190311_190934/81725737/ccs
310 1 129694898 1 130579748 10 || 1 2 m64016_190401_135746/145294797/ccs
311 1 129696670 1 127166590 2 || 1 2 m64016_190323_112329/12453527/ccs
312 1 129700653 1 130813156 4 || 1 2 m64016_190314_073847/32245948/ccs
313 1 129700691 1 136552205 2 || 2 1 m64016_190331_174302/13371335/ccs
314 1 129701713 1 130359685 4 || 2 1 m64016_190308_203402/65274020/ccs
315 1 129702552 1 132616193 2 || 2 1 m64016_190311_190934/56100702/ccs
316 1 129702853 1 139963415 3 || 2 1 m64016_190331_174302/153485709/ccs
317 1 129703661 1 138532370 3 || 2 1 m64016_190314_073847/106038698/ccs
318 1 129703689 1 137120471 3 || 2 1 m64016_190308_203402/97978058/ccs
319 1 129705092 1 130490655 11 || 2 2 m64016_190311_190934/102435532/ccs
320 1 129707316 1 127438706 8 || 2 2 m64016_190314_073847/70320393/ccs
321 1 129707350 1 139828659 4 || 2 1 m64016_190314_073847/157614341/ccs
322 1 129707596 1 139650318 3 || 2 2 m64016_190401_135746/66585488/ccs
323 1 129707701 1 138127076 2 || 1 2 m64016_190314_073847/122028591/ccs
324 1 129709135 1 130427826 5 || 2 1 m64016_190404_191032/17958053/ccs
325 1 129709180 1 127436577 2 || 2 2 m64016_190331_174302/172100219/ccs
326 1 129710050 1 127449129 4 || 1 2 m64016_190404_191032/172884717/ccs
327 1 129710514 1 139769396 4 || 1 2 m64016_190308_203402/99942936/ccs
328 1 129711346 1 138170228 4 || 2 2 m64016_190314_073847/63702899/ccs
329 1 129711373 1 130427826 9 || 2 1 m64016_190311_190934/44499653/ccs
330 1 129712290 1 130395879 13 || 1 2 m64016_190404_191032/49089192/ccs
331 1 129712519 1 139001170 2 || 2 2 m64016_190323_112329/15271360/ccs
332 1 129714071 1 134836480 6 || 2 2 m64016_190313_012414/68093109/ccs
333 1 129714530 1 127473327 26 || 1 1 m64016_190323_112329/76284781/ccs
334 1 129715399 1 140039711 2 || 1 2 m64016_190308_203402/98895246/ccs
335 1 129716288 1 130619038 7 || 1 2 m64016_190323_112329/150865986/ccs
336 1 129716726 1 130621803 4 || 1 2 m64016_190331_174302/141427796/ccs
337 1 129716761 1 127433745 22 || 1 1 m64016_190401_135746/12518534/ccs
338 1 129716984 1 140066644 9 || 1 2 m64016_190404_191032/112134454/ccs
339 1 129717228 1 129054304 2 || 1 1 m64016_190313_012414/154927321/ccs
340 1 129717622 1 136570355 3 || 2 1 m64016_190401_135746/119407493/ccs
341 1 129718062 1 140519942 7 || 2 1 m64016_190311_190934/175441186/ccs
342 1 129718096 1 139797236 4 || 2 1 m64016_190401_135746/118031730/ccs
343 1 129718531 1 133092228 2 || 1 2 m64016_190308_203402/13306131/ccs
344 1 129719004 1 130621803 11 || 1 2 m64016_190330_112351/76152933/ccs
345 1 129719837 1 137132774 2 || 2 1 m64016_190401_135746/43319525/ccs
346 1 129720054 1 130410150 6 || 1 1 m64016_190323_112329/136841937/ccs
347 1 129720313 1 130355675 2 || 1 1 m64016_190323_112329/46269124/ccs
348 1 129720781 1 127473327 7 || 1 1 m64016_190323_112329/58393852/ccs
349 1 129721364 1 134915350 2 || 1 2 m64016_190404_191032/123079511/ccs
